,name,wikipedia_name,lat,lon,page,geovirus_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
672,Lake Titicaca,Lake Titicaca,-15.75,-69.41,https://en.wikipedia.org/wiki/Lake_Titicaca,"Lake Titicaca -15.75,-69.41",Lake Titicaca ," -15.75 , -69.41 "," -15.75 , -69.416666666667","Lake Titicaca -15.75,-69.41","[(-15.8, -69.4)]",5.838798407248474
674,Bolivia,Bolivia,-16.71,-64.66,https://en.wikipedia.org/wiki/Bolivia,"Bolivia -16.71,-64.66",Bolivia ," -16.71 , -64.66 "," -17.056869611111 , -64.991228611111","Bolivia -16.71,-64.66","[(-0.35, -78.43333)]",2370.0753373214734
675,Desaguadero,"Desaguadero, Bolivia-Peru",-16.56,-69.03,"https://en.wikipedia.org/wiki/Desaguadero,_Bolivia-Peru","Desaguadero, Bolivia-Peru -16.56,-69.03","Desaguadero, Bolivia-Peru "," -16.56 , -69.03 "," -16.5684 , -69.0315","Desaguadero, Bolivia-Peru -16.56,-69.03",[],
676,Philippi,"Philippi, West Virginia",39.15,-80.04,"https://en.wikipedia.org/wiki/Philippi,_West_Virginia","Philippi, West Virginia 39.15,-80.04","Philippi, West Virginia "," 39.15 , -80.04 "," 39.151666666667 , -80.043333333333","Philippi, West Virginia 39.15,-80.04","[(38.38565, -81.83624)]",177.24171231663937
677,Toowong,Toowong,-27.48,152.98,https://en.wikipedia.org/wiki/Toowong,"Toowong -27.48,152.98",Toowong ," -27.48 , 152.98 "," -27.487 , 152.984","Toowong -27.48,152.98",[],
678,Chechnya,Chechnya,43.4,45.71,https://en.wikipedia.org/wiki/Chechnya,"Chechnya 43.4,45.71",Chechnya ," 43.4 , 45.71 "," 43.4 , 45.716694444444","Chechnya 43.4,45.71","[(43.25, 45.83333)]",19.162814435853463
679,Piccadilly,Piccadilly,51.50,-0.14,https://en.wikipedia.org/wiki/Piccadilly,"Piccadilly 51.50,-0.14",Piccadilly ," 51.50 , -0.14 "," 51.50698 , -0.14235","Piccadilly 51.50,-0.14","[(51.50832, -0.13965), (51.50832, -0.13965)]",0.2389971432537663
680,Muswell Hill,Muswell Hill,51.59,-0.14,https://en.wikipedia.org/wiki/Muswell_Hill,"Muswell Hill 51.59,-0.14",Muswell Hill ," 51.59 , -0.14 "," 51.592 , -0.143","Muswell Hill 51.59,-0.14","[(51.59054, -0.14212)]",0.17335372119921752
681,Grosvenor Square,Grosvenor Square,51.51,-0.15,https://en.wikipedia.org/wiki/Grosvenor_Square,"Grosvenor Square 51.51,-0.15",Grosvenor Square ," 51.51 , -0.15 "," 51.511388888889 , -0.15138888888889","Grosvenor Square 51.51,-0.15","[(51.51, -0.15)]",0.1819051323160809
682,Pingliang,Pingliang,35.53,106.68,https://en.wikipedia.org/wiki/Pingliang,"Pingliang 35.53,106.68",Pingliang ," 35.53 , 106.68 "," 35.53917 , 106.68611","Pingliang 35.53,106.68","[(35.53917, 106.68611), (35.53917, 106.68611)]",0.0
683,Baghdad,Baghdad,33.33,44.38,https://en.wikipedia.org/wiki/Baghdad,"Baghdad 33.33,44.38",Baghdad ," 33.33 , 44.38 "," 33.35 , 44.416666666667","Baghdad 33.33,44.38","[(33.34058, 44.40088), (33.34058, 44.40088)]",1.8020923555447803
684,Amman,Amman,31.94,35.93,https://en.wikipedia.org/wiki/Amman,"Amman 31.94,35.93",Amman ," 31.94 , 35.93 "," 31.95 , 35.933333333333","Amman 31.94,35.93","[(31.58369, 36.33335)]",55.580348197799594
685,Adhamiya,Adhamiyah,33.36,44.36,https://en.wikipedia.org/wiki/Adhamiyah,"Adhamiyah 33.36,44.36",Adhamiyah ," 33.36 , 44.36 "," 33.36841667 , 44.36213889","Adhamiyah 33.36,44.36",[],
686,Adhamiyah,Adhamiyah,33.36,44.36,https://en.wikipedia.org/wiki/Adhamiyah,"Adhamiyah 33.36,44.36",Adhamiyah ," 33.36 , 44.36 "," 33.36841667 , 44.36213889","Adhamiyah 33.36,44.36",[],
687,Kvemo-Kartli,Kvemo Kartli,41.51,44.51,https://en.wikipedia.org/wiki/Kvemo_Kartli,"Kvemo Kartli 41.51,44.51",Kvemo Kartli ," 41.51 , 44.51 "," 41.516666666667 , 44.516666666667","Kvemo Kartli 41.51,44.51",[],
688,Clark County,"Clark County, Nevada",36.2,-115.02,"https://en.wikipedia.org/wiki/Clark_County,_Nevada","Clark County, Nevada 36.2,-115.02","Clark County, Nevada "," 36.2 , -115.02 "," 36.2 , -115.02","Clark County, Nevada 36.2,-115.02","[(36.2152, -115.01356)]",1.7862019808909662
689,Cornwall,Cornwall,50.3,-4.9,https://en.wikipedia.org/wiki/Cornwall,"Cornwall 50.3,-4.9",Cornwall ," 50.3 , -4.9 "," 50.3 , -4.9","Cornwall 50.3,-4.9","[(50.41667, -4.75), (50.41667, -4.75), (50.41667, -4.75)]",16.779004041728896
690,South West England,South West England,50.96,-3.22,https://en.wikipedia.org/wiki/South_West_England,"South West England 50.96,-3.22",South West England ," 50.96 , -3.22 "," 50.96 , -3.22","South West England 50.96,-3.22","[(None, None)]",
691,Camborne,Camborne,50.21,-5.3,https://en.wikipedia.org/wiki/Camborne,"Camborne 50.21,-5.3",Camborne ," 50.21 , -5.3 "," 50.213 , -5.3","Camborne 50.21,-5.3",[],
692,Devon,Devon,50.7,-3.8,https://en.wikipedia.org/wiki/Devon,"Devon 50.7,-3.8",Devon ," 50.7 , -3.8 "," 50.7 , -3.8","Devon 50.7,-3.8","[(50.75, -3.75)]",6.580136407165569
693,Roskear,Roskear,50.22,-5.28,https://en.wikipedia.org/wiki/Roskear,"Roskear 50.22,-5.28",Roskear ," 50.22 , -5.28 "," 50.2213 , -5.2881","Roskear 50.22,-5.28",[],
694,Denver,Denver,39.76,-104.88,https://en.wikipedia.org/wiki/Denver,"Denver 39.76,-104.88",Denver ," 39.76 , -104.88 "," 39.73915 , -104.9847","Denver 39.76,-104.88","[(39.73915, -104.9847), (39.73915, -104.9847), (39.73915, -104.9847)]",0.0
695,Cajamarca,Cajamarca,-7.16,-78.51,https://en.wikipedia.org/wiki/Cajamarca,"Cajamarca -7.16,-78.51",Cajamarca ," -7.16 , -78.51 "," -7.1644444444444 , -78.510555555556","Cajamarca -7.16,-78.51","[(-6.25, -78.83333)]",107.74846721711714
696,San Juan,"San Juan District, Cajamarca",-7.29,-78.49,"https://en.wikipedia.org/wiki/San_Juan_District,_Cajamarca","San Juan District, Cajamarca -7.29,-78.49","San Juan District, Cajamarca "," -7.29 , -78.49 "," -7.291649 , -78.497764","San Juan District, Cajamarca -7.29,-78.49","[(-31.0, -69.0)]",2815.2257837867255
697,Choropampa,Choropampa District,-7.28,-78.57,https://en.wikipedia.org/wiki/Choropampa_District,"Choropampa District -7.28,-78.57",Choropampa District ," -7.28 , -78.57 "," -7.287084 , -78.5743046","Choropampa District -7.28,-78.57",[],
698,Magdalena,"Magdalena District, Cajamarca",-7.25,-78.65,"https://en.wikipedia.org/wiki/Magdalena_District,_Cajamarca","Magdalena District, Cajamarca -7.25,-78.65","Magdalena District, Cajamarca "," -7.25 , -78.65 "," -7.250191 , -78.659805","Magdalena District, Cajamarca -7.25,-78.65","[(10.0, -74.5)]",1972.6773460754712
699,Yanacocha,Yanacocha,-6.98,-78.50,https://en.wikipedia.org/wiki/Yanacocha,"Yanacocha -6.98,-78.50",Yanacocha ," -6.98 , -78.50 "," -6.97472 , -78.51861","Yanacocha -6.98,-78.50","[(-10.24111, -76.64556)]",417.5079708563791
